Namespace(base_lr=0.01, batch_size=12, cmc_init_shared=0.4, cmc_loss_weight=1.0, cmc_mutual_conf_thresh=0.75, cmc_mutual_weight=0.5, cmc_patch_size=8, cmc_soft_sigma=0.3, cmc_warmup_iter=5000, conf_thresh_final=0.7, conf_thresh_init=0.9, consistency=0.1, consistency_rampup=200.0, deterministic=1, exp='BCP_CMC_NA_v2_s0.3_ps8', gpu='2', labeled_bs=6, labelnum=7, magnitude=6.0, max_iterations=30000, model='unet', num_classes=4, patch_size=[256, 256], pre_iterations=0, root_path='../data_split/ACDC', s_param=6, seed=1337, u_weight=0.5)
total 1312 samples
total 20 samples
Total slices is: 1312, labeled slices is:136
Start pre_training
22 iterations per epoch
  0%|                                           | 0/1 [00:00<?, ?it/s]iteration 1: loss: 2.386269
  0%|                                           | 0/1 [00:01<?, ?it/s]Namespace(base_lr=0.01, batch_size=12, cmc_init_shared=0.4, cmc_loss_weight=1.0, cmc_mutual_conf_thresh=0.75, cmc_mutual_weight=0.5, cmc_patch_size=8, cmc_soft_sigma=0.3, cmc_warmup_iter=5000, conf_thresh_final=0.7, conf_thresh_init=0.9, consistency=0.1, consistency_rampup=200.0, deterministic=1, exp='BCP_CMC_NA_v2_s0.3_ps8', gpu='2', labeled_bs=6, labelnum=7, magnitude=6.0, max_iterations=30000, model='unet', num_classes=4, patch_size=[256, 256], pre_iterations=0, root_path='../data_split/ACDC', s_param=6, seed=1337, u_weight=0.5)
total 1312 samples
total 20 samples
Total slices is: 1312, labeled slices is:136
Loaded from ./model/BCP/ACDC_BCP_CMC_NA_v2_s0.3_ps8_7_labeled/pre_train/unet_best_model.pth
Start self_training (BCP + NA-CMC V2 Soft Mask)
soft_sigma=0.3  →  avg_pool 核 3px，过渡带宽约 1px
22 iterations per epoch

iter 34 | loss=0.4850 bcp=0.4843 cmc=0.1032 (anchor=0.1155 mutual=0.1418) | border=0.563 conf_t=0.90
iter 35 | loss=0.8453 bcp=0.8443 cmc=0.1503 (anchor=0.1648 mutual=0.0719) | border=0.570 conf_t=0.90
iter 36 | loss=0.5259 bcp=0.5253 cmc=0.0889 (anchor=0.0514 mutual=0.1172) | border=0.557 conf_t=0.90
iter 37 | loss=0.6490 bcp=0.6482 cmc=0.1148 (anchor=0.0387 mutual=0.0922) | border=0.596 conf_t=0.90
iter 38 | loss=0.6504 bcp=0.6497 cmc=0.0888 (anchor=0.0441 mutual=0.0593) | border=0.577 conf_t=0.90
iter 39 | loss=0.6035 bcp=0.6023 cmc=0.1564 (anchor=0.0854 mutual=0.1816) | border=0.585 conf_t=0.90
iter 40 | loss=0.6330 bcp=0.6319 cmc=0.1435 (anchor=0.0639 mutual=0.0255) | border=0.581 conf_t=0.90
iter 41 | loss=0.6488 bcp=0.6476 cmc=0.1565 (anchor=0.0901 mutual=0.0586) | border=0.568 conf_t=0.90
iter 42 | loss=0.5512 bcp=0.5501 cmc=0.1311 (anchor=0.1119 mutual=0.0540) | border=0.568 conf_t=0.90
iter 43 | loss=0.6236 bcp=0.6232 cmc=0.0455 (anchor=0.0218 mutual=0.0604) | border=0.578 conf_t=0.90
iter 44 | loss=0.5343 bcp=0.5338 cmc=0.0570 (anchor=0.0074 mutual=0.0145) | border=0.566 conf_t=0.90
  0%|                              | 2/1364 [00:17<3:18:47,  8.76s/it]iter 45 | loss=0.6476 bcp=0.6472 cmc=0.0438 (anchor=0.0474 mutual=0.0274) | border=0.575 conf_t=0.90
iter 46 | loss=0.6456 bcp=0.6452 cmc=0.0410 (anchor=0.0226 mutual=0.0367) | border=0.558 conf_t=0.90
iter 47 | loss=0.6049 bcp=0.6036 cmc=0.1450 (anchor=0.0772 mutual=0.0636) | border=0.570 conf_t=0.90
iter 48 | loss=0.7671 bcp=0.7657 cmc=0.1506 (anchor=0.1331 mutual=0.1485) | border=0.571 conf_t=0.90
iter 49 | loss=0.5542 bcp=0.5536 cmc=0.0715 (anchor=0.0587 mutual=0.0513) | border=0.566 conf_t=0.90
iter 50 | loss=0.6165 bcp=0.6157 cmc=0.0829 (anchor=0.0402 mutual=0.0683) | border=0.566 conf_t=0.90
iter 51 | loss=0.6876 bcp=0.6865 cmc=0.1088 (anchor=0.0817 mutual=0.0632) | border=0.555 conf_t=0.90
iter 52 | loss=0.6273 bcp=0.6263 cmc=0.1049 (anchor=0.0580 mutual=0.1191) | border=0.578 conf_t=0.90
iter 53 | loss=0.6285 bcp=0.6274 cmc=0.1108 (anchor=0.1092 mutual=0.1290) | border=0.560 conf_t=0.90
iter 54 | loss=0.6228 bcp=0.6218 cmc=0.0947 (anchor=0.0118 mutual=0.0450) | border=0.564 conf_t=0.90
iter 55 | loss=0.3246 bcp=0.3232 cmc=0.1294 (anchor=0.0952 mutual=0.1021) | border=0.567 conf_t=0.90
iter 56 | loss=0.6335 bcp=0.6327 cmc=0.0705 (anchor=0.0286 mutual=0.0385) | border=0.568 conf_t=0.90
iter 57 | loss=0.5462 bcp=0.5451 cmc=0.0959 (anchor=0.0224 mutual=0.0450) | border=0.566 conf_t=0.90
iter 58 | loss=0.6371 bcp=0.6360 cmc=0.0960 (anchor=0.0820 mutual=0.1249) | border=0.577 conf_t=0.90
iter 59 | loss=0.7724 bcp=0.7704 cmc=0.1784 (anchor=0.1406 mutual=0.0833) | border=0.569 conf_t=0.90
iter 60 | loss=0.7110 bcp=0.7094 cmc=0.1358 (anchor=0.1831 mutual=0.0286) | border=0.568 conf_t=0.90
iter 61 | loss=0.6134 bcp=0.6121 cmc=0.1060 (anchor=0.0589 mutual=0.1070) | border=0.570 conf_t=0.90
iter 62 | loss=0.6875 bcp=0.6863 cmc=0.1029 (anchor=0.1254 mutual=0.0302) | border=0.578 conf_t=0.90
iter 63 | loss=0.6460 bcp=0.6448 cmc=0.0933 (anchor=0.0735 mutual=0.0288) | border=0.575 conf_t=0.90
iter 64 | loss=0.4377 bcp=0.4367 cmc=0.0858 (anchor=0.0880 mutual=0.0596) | border=0.554 conf_t=0.90
iter 65 | loss=0.6481 bcp=0.6472 cmc=0.0706 (anchor=0.0256 mutual=0.0309) | border=0.579 conf_t=0.90
iter 66 | loss=0.6139 bcp=0.6128 cmc=0.0880 (anchor=0.0381 mutual=0.0531) | border=0.578 conf_t=0.90
  0%|                              | 3/1364 [00:26<3:21:06,  8.87s/it]iter 67 | loss=0.5246 bcp=0.5235 cmc=0.0829 (anchor=0.0650 mutual=0.0716) | border=0.571 conf_t=0.90
iter 68 | loss=0.6609 bcp=0.6602 cmc=0.0530 (anchor=0.0135 mutual=0.0153) | border=0.572 conf_t=0.90
iter 69 | loss=0.6810 bcp=0.6796 cmc=0.1038 (anchor=0.0765 mutual=0.0439) | border=0.565 conf_t=0.90
iter 70 | loss=0.6144 bcp=0.6137 cmc=0.0504 (anchor=0.0402 mutual=0.0423) | border=0.560 conf_t=0.90
iter 71 | loss=0.6697 bcp=0.6685 cmc=0.0850 (anchor=0.0219 mutual=0.0535) | border=0.562 conf_t=0.90
iter 72 | loss=0.5136 bcp=0.5117 cmc=0.1371 (anchor=0.1473 mutual=0.0805) | border=0.545 conf_t=0.90
iter 73 | loss=0.5142 bcp=0.5126 cmc=0.1085 (anchor=0.0393 mutual=0.0868) | border=0.555 conf_t=0.90
iter 74 | loss=0.5420 bcp=0.5413 cmc=0.0454 (anchor=0.0302 mutual=0.0354) | border=0.572 conf_t=0.90
iter 75 | loss=0.6599 bcp=0.6584 cmc=0.1020 (anchor=0.0632 mutual=0.0464) | border=0.582 conf_t=0.90
iter 76 | loss=0.5117 bcp=0.5102 cmc=0.0997 (anchor=0.0598 mutual=0.0357) | border=0.556 conf_t=0.90
iter 77 | loss=0.6673 bcp=0.6656 cmc=0.1126 (anchor=0.0751 mutual=0.0948) | border=0.545 conf_t=0.90
iter 78 | loss=0.6420 bcp=0.6407 cmc=0.0799 (anchor=0.0592 mutual=0.0664) | border=0.557 conf_t=0.90
iter 79 | loss=0.6039 bcp=0.6022 cmc=0.1056 (anchor=0.0324 mutual=0.1290) | border=0.553 conf_t=0.90
iter 80 | loss=0.6184 bcp=0.6163 cmc=0.1319 (anchor=0.1104 mutual=0.0844) | border=0.566 conf_t=0.90
iter 81 | loss=0.6524 bcp=0.6509 cmc=0.0983 (anchor=0.0710 mutual=0.1009) | border=0.559 conf_t=0.90
iter 82 | loss=0.6604 bcp=0.6590 cmc=0.0846 (anchor=0.0376 mutual=0.1217) | border=0.563 conf_t=0.90
iter 83 | loss=0.6464 bcp=0.6429 cmc=0.2096 (anchor=0.1647 mutual=0.1799) | border=0.554 conf_t=0.90
iter 84 | loss=0.5296 bcp=0.5280 cmc=0.0974 (anchor=0.1298 mutual=0.1014) | border=0.566 conf_t=0.90
iter 85 | loss=0.3535 bcp=0.3516 cmc=0.1151 (anchor=0.0835 mutual=0.0719) | border=0.585 conf_t=0.90
iter 86 | loss=0.6208 bcp=0.6194 cmc=0.0804 (anchor=0.0459 mutual=0.1022) | border=0.563 conf_t=0.90
iter 87 | loss=0.6368 bcp=0.6359 cmc=0.0581 (anchor=0.0088 mutual=0.0219) | border=0.583 conf_t=0.90
iter 88 | loss=0.2918 bcp=0.2903 cmc=0.0862 (anchor=0.0610 mutual=0.1122) | border=0.564 conf_t=0.90
  0%|                              | 4/1364 [00:35<3:18:26,  8.75s/it]iter 89 | loss=0.4873 bcp=0.4855 cmc=0.0990 (anchor=0.0628 mutual=0.1336) | border=0.586 conf_t=0.90
iter 90 | loss=0.6238 bcp=0.6223 cmc=0.0849 (anchor=0.0514 mutual=0.0576) | border=0.546 conf_t=0.90
iter 91 | loss=0.5702 bcp=0.5673 cmc=0.1593 (anchor=0.0885 mutual=0.0550) | border=0.563 conf_t=0.90
iter 92 | loss=0.5647 bcp=0.5632 cmc=0.0821 (anchor=0.0258 mutual=0.0257) | border=0.558 conf_t=0.90
iter 93 | loss=0.5277 bcp=0.5266 cmc=0.0595 (anchor=0.0281 mutual=0.0302) | border=0.585 conf_t=0.90
iter 94 | loss=0.6564 bcp=0.6541 cmc=0.1222 (anchor=0.0400 mutual=0.0533) | border=0.585 conf_t=0.90
iter 95 | loss=0.6293 bcp=0.6276 cmc=0.0893 (anchor=0.0337 mutual=0.0753) | border=0.583 conf_t=0.90
iter 96 | loss=0.6246 bcp=0.6230 cmc=0.0861 (anchor=0.0585 mutual=0.0701) | border=0.566 conf_t=0.90
iter 97 | loss=0.6230 bcp=0.6207 cmc=0.1158 (anchor=0.0831 mutual=0.0269) | border=0.573 conf_t=0.90
iter 98 | loss=0.6665 bcp=0.6650 cmc=0.0744 (anchor=0.0320 mutual=0.0376) | border=0.559 conf_t=0.90
iter 99 | loss=0.4962 bcp=0.4954 cmc=0.0437 (anchor=0.0327 mutual=0.0478) | border=0.553 conf_t=0.90
iter 100 | loss=0.6221 bcp=0.6205 cmc=0.0774 (anchor=0.0184 mutual=0.0258) | border=0.564 conf_t=0.90
iter 101 | loss=0.6423 bcp=0.6404 cmc=0.0952 (anchor=0.0514 mutual=0.1284) | border=0.572 conf_t=0.90
iter 102 | loss=0.5061 bcp=0.5048 cmc=0.0638 (anchor=0.0468 mutual=0.0438) | border=0.568 conf_t=0.90
iter 103 | loss=0.5578 bcp=0.5559 cmc=0.0892 (anchor=0.0466 mutual=0.1125) | border=0.587 conf_t=0.90
iter 104 | loss=0.6382 bcp=0.6357 cmc=0.1214 (anchor=0.1334 mutual=0.0341) | border=0.566 conf_t=0.90
iter 105 | loss=0.7039 bcp=0.7018 cmc=0.1008 (anchor=0.0416 mutual=0.0624) | border=0.581 conf_t=0.90
iter 106 | loss=0.5468 bcp=0.5444 cmc=0.1146 (anchor=0.0867 mutual=0.1103) | border=0.566 conf_t=0.90
iter 107 | loss=0.4894 bcp=0.4872 cmc=0.1028 (anchor=0.0361 mutual=0.0565) | border=0.577 conf_t=0.90
iter 108 | loss=0.6337 bcp=0.6313 cmc=0.1105 (anchor=0.0895 mutual=0.0869) | border=0.581 conf_t=0.90
iter 109 | loss=0.6140 bcp=0.6120 cmc=0.0921 (anchor=0.0545 mutual=0.0697) | border=0.577 conf_t=0.90
iter 110 | loss=0.6593 bcp=0.6581 cmc=0.0531 (anchor=0.0407 mutual=0.0156) | border=0.557 conf_t=0.90
  0%|                              | 5/1364 [00:43<3:19:10,  8.79s/it]iter 111 | loss=0.4802 bcp=0.4763 cmc=0.1754 (anchor=0.1988 mutual=0.0439) | border=0.565 conf_t=0.90
iter 112 | loss=0.6265 bcp=0.6223 cmc=0.1881 (anchor=0.0644 mutual=0.1420) | border=0.559 conf_t=0.90
iter 113 | loss=0.5880 bcp=0.5867 cmc=0.0586 (anchor=0.0232 mutual=0.0766) | border=0.564 conf_t=0.90
iter 114 | loss=0.6260 bcp=0.6245 cmc=0.0655 (anchor=0.0571 mutual=0.0427) | border=0.571 conf_t=0.90
iter 115 | loss=0.6669 bcp=0.6656 cmc=0.0567 (anchor=0.0323 mutual=0.0841) | border=0.558 conf_t=0.90
iter 116 | loss=0.5439 bcp=0.5397 cmc=0.1824 (anchor=0.0826 mutual=0.0272) | border=0.577 conf_t=0.90
iter 117 | loss=0.5820 bcp=0.5790 cmc=0.1290 (anchor=0.1151 mutual=0.0590) | border=0.573 conf_t=0.90
iter 118 | loss=0.6178 bcp=0.6152 cmc=0.1138 (anchor=0.0992 mutual=0.0526) | border=0.568 conf_t=0.90
iter 119 | loss=0.6570 bcp=0.6526 cmc=0.1855 (anchor=0.1135 mutual=0.2227) | border=0.555 conf_t=0.90
iter 120 | loss=0.5808 bcp=0.5781 cmc=0.1123 (anchor=0.0669 mutual=0.1029) | border=0.569 conf_t=0.90
iter 121 | loss=0.6170 bcp=0.6144 cmc=0.1068 (anchor=0.0476 mutual=0.1595) | border=0.556 conf_t=0.90
iter 122 | loss=0.6357 bcp=0.6327 cmc=0.1210 (anchor=0.0931 mutual=0.0850) | border=0.568 conf_t=0.90
iter 123 | loss=0.7576 bcp=0.7545 cmc=0.1263 (anchor=0.0835 mutual=0.0648) | border=0.586 conf_t=0.90
iter 124 | loss=0.5193 bcp=0.5168 cmc=0.0986 (anchor=0.0219 mutual=0.0854) | border=0.583 conf_t=0.90
iter 125 | loss=0.6227 bcp=0.6202 cmc=0.1037 (anchor=0.0764 mutual=0.1590) | border=0.550 conf_t=0.90
iter 126 | loss=0.6197 bcp=0.6168 cmc=0.1145 (anchor=0.0331 mutual=0.0588) | border=0.578 conf_t=0.90
iter 127 | loss=0.5295 bcp=0.5260 cmc=0.1393 (anchor=0.0475 mutual=0.1252) | border=0.547 conf_t=0.90
iter 128 | loss=0.6014 bcp=0.5980 cmc=0.1328 (anchor=0.0570 mutual=0.0468) | border=0.576 conf_t=0.90
iter 129 | loss=0.6216 bcp=0.6179 cmc=0.1461 (anchor=0.0638 mutual=0.1402) | border=0.562 conf_t=0.90
iter 130 | loss=0.3983 bcp=0.3952 cmc=0.1208 (anchor=0.0836 mutual=0.1019) | border=0.577 conf_t=0.90
iter 131 | loss=0.6391 bcp=0.6358 cmc=0.1250 (anchor=0.0918 mutual=0.0228) | border=0.580 conf_t=0.90
iter 132 | loss=0.6460 bcp=0.6439 cmc=0.0777 (anchor=0.0580 mutual=0.0884) | border=0.554 conf_t=0.90
  0%|▏                             | 6/1364 [00:52<3:18:37,  8.78s/it]iter 133 | loss=0.7116 bcp=0.7094 cmc=0.0829 (anchor=0.0820 mutual=0.0565) | border=0.558 conf_t=0.90
iter 134 | loss=0.3771 bcp=0.3745 cmc=0.0975 (anchor=0.0569 mutual=0.0564) | border=0.556 conf_t=0.90
iter 135 | loss=0.4844 bcp=0.4824 cmc=0.0722 (anchor=0.0368 mutual=0.1082) | border=0.568 conf_t=0.90
iter 136 | loss=0.6185 bcp=0.6166 cmc=0.0704 (anchor=0.0336 mutual=0.0503) | border=0.566 conf_t=0.90
iter 137 | loss=0.6403 bcp=0.6374 cmc=0.1087 (anchor=0.0427 mutual=0.0968) | border=0.580 conf_t=0.90
iter 138 | loss=0.6423 bcp=0.6411 cmc=0.0433 (anchor=0.0178 mutual=0.0396) | border=0.576 conf_t=0.90
iter 139 | loss=0.4468 bcp=0.4440 cmc=0.0996 (anchor=0.0487 mutual=0.0575) | border=0.555 conf_t=0.90
iter 140 | loss=0.6226 bcp=0.6174 cmc=0.1855 (anchor=0.1074 mutual=0.0331) | border=0.575 conf_t=0.90
iter 141 | loss=0.5475 bcp=0.5449 cmc=0.0926 (anchor=0.0757 mutual=0.0731) | border=0.564 conf_t=0.90
iter 142 | loss=0.6588 bcp=0.6560 cmc=0.1016 (anchor=0.0319 mutual=0.0904) | border=0.566 conf_t=0.90
iter 143 | loss=0.6736 bcp=0.6720 cmc=0.0556 (anchor=0.0348 mutual=0.0650) | border=0.586 conf_t=0.90
iter 144 | loss=0.4168 bcp=0.4138 cmc=0.1060 (anchor=0.0436 mutual=0.0758) | border=0.565 conf_t=0.90
iter 145 | loss=0.6324 bcp=0.6279 cmc=0.1543 (anchor=0.0655 mutual=0.1226) | border=0.566 conf_t=0.90
iter 146 | loss=0.4788 bcp=0.4739 cmc=0.1666 (anchor=0.0589 mutual=0.1503) | border=0.576 conf_t=0.90
iter 147 | loss=0.5405 bcp=0.5372 cmc=0.1123 (anchor=0.0881 mutual=0.0924) | border=0.542 conf_t=0.90
iter 148 | loss=0.6181 bcp=0.6137 cmc=0.1490 (anchor=0.1152 mutual=0.1267) | border=0.579 conf_t=0.90
iter 149 | loss=0.5022 bcp=0.4996 cmc=0.0889 (anchor=0.0304 mutual=0.0685) | border=0.575 conf_t=0.90
